date,user_id,state,device,source,medium,sessions,purchases
2026-01-08,U0089,FL,tablet,google,organic,1,1
2026-01-08,U0124,AZ,desktop,partner_blog,referral,1,0
2026-01-08,U0137,CA,desktop,bing,cpc,4,0
2026-01-08,U0140,WA,mobile,direct,(none),2,0
2026-01-08,U0166,PA,mobile,google,organic,1,0
2026-01-08,U0179,NY,desktop,google,organic,2,0
2026-01-08,U0207,TX,mobile,instagram,paid_social,6,0
2026-01-08,U0215,NY,mobile,email,email,1,0
2026-01-08,U0227,NY,tablet,affiliate,referral,2,0
2026-01-08,U0250,CA,mobile,google,organic,1,0
2026-01-08,U0287,VA,desktop,bing,cpc,3,0
2026-01-08,U0305,AZ,mobile,instagram,paid_social,2,0
2026-01-08,U0316,TX,mobile,bing,cpc,1,0
2026-01-08,U0351,OH,mobile,google,cpc,2,0
2026-01-08,U0371,TX,desktop,email,email,1,0
2026-01-08,U0401,FL,mobile,google,organic,3,0
2026-01-08,U0420,TX,tablet,email,email,2,0
2026-01-08,U0428,PA,mobile,direct,(none),3,0
2026-01-08,U0443,TX,mobile,facebook,paid_social,3,0
2026-01-08,U0470,NC,desktop,google,cpc,3,0
2026-01-09,U0053,WA,mobile,partner_blog,referral,3,0
2026-01-09,U0061,VA,desktop,partner_blog,referral,3,0
2026-01-09,U0066,FL,mobile,facebook,paid_social,1,0
2026-01-09,U0081,MA,tablet,bing,cpc,2,0
2026-01-09,U0087,NC,mobile,google,cpc,3,0
2026-01-09,U0108,NY,mobile,direct,(none),2,0
2026-01-09,U0112,IL,mobile,google,organic,3,0
2026-01-09,U0119,TX,mobile,email,email,2,0
2026-01-09,U0120,FL,mobile,google,cpc,2,0
2026-01-09,U0153,CA,mobile,newsletter,email,2,0
2026-01-09,U0199,NY,mobile,affiliate,referral,1,0
2026-01-09,U0213,AZ,desktop,facebook,paid_social,3,0
2026-01-09,U0240,IL,mobile,direct,(none),2,1
2026-01-09,U0248,CA,mobile,bing,cpc,1,0
2026-01-09,U0274,CA,mobile,direct,(none),3,0
2026-01-09,U0326,TX,mobile,instagram,paid_social,5,0
2026-01-09,U0330,NY,desktop,email,email,4,0
2026-01-09,U0348,CA,mobile,newsletter,email,3,0
2026-01-09,U0376,NC,mobile,facebook,paid_social,2,0
2026-01-09,U0378,VA,desktop,facebook,paid_social,3,0
2026-01-09,U0394,TX,mobile,direct,(none),1,0
2026-01-09,U0431,NY,mobile,instagram,paid_social,4,0
2026-01-09,U0449,FL,mobile,google,cpc,2,0
2026-01-09,U0459,TX,mobile,google,organic,3,0
2026-01-09,U0465,TX,desktop,email,email,2,0
2026-01-09,U0467,NY,desktop,google,cpc,3,0
2026-01-09,U0488,GA,desktop,google,cpc,3,1
2026-01-09,U0493,MA,mobile,direct,(none),4,0
2026-01-09,U0494,VA,desktop,instagram,paid_social,1,0
2026-01-09,U0499,VA,desktop,affiliate,referral,3,0
2026-01-10,U0012,GA,mobile,google,cpc,2,0
2026-01-10,U0020,PA,mobile,google,cpc,3,0
2026-01-10,U0027,OH,mobile,google,organic,1,0
2026-01-10,U0047,IL,desktop,instagram,paid_social,2,0
2026-01-10,U0051,CA,mobile,facebook,paid_social,1,0
2026-01-10,U0123,NJ,mobile,email,email,2,0
2026-01-10,U0154,CA,mobile,instagram,paid_social,1,0
2026-01-10,U0155,FL,desktop,google,organic,3,0
2026-01-10,U0156,VA,desktop,facebook,paid_social,3,0
2026-01-10,U0201,CA,mobile,google,cpc,6,0
2026-01-10,U0211,NC,mobile,google,organic,2,0
2026-01-10,U0236,OH,mobile,google,cpc,4,0
2026-01-10,U0238,FL,mobile,google,cpc,2,0
2026-01-10,U0285,CA,desktop,google,cpc,3,0
2026-01-10,U0340,TX,tablet,direct,(none),2,0
2026-01-10,U0379,IL,mobile,bing,cpc,2,0
2026-01-10,U0400,FL,mobile,instagram,paid_social,2,0
2026-01-10,U0434,FL,mobile,direct,(none),3,0
2026-01-10,U0457,PA,tablet,google,organic,3,0
2026-01-10,U0464,PA,mobile,google,cpc,2,0
2026-01-10,U0478,NC,mobile,email,email,3,0
2026-01-10,U0495,MA,mobile,direct,(none),2,0
2026-01-11,U0001,CA,desktop,direct,(none),1,0
2026-01-11,U0005,NY,desktop,email,email,6,1
2026-01-11,U0041,CA,mobile,google,cpc,2,0
2026-01-11,U0043,PA,desktop,email,email,4,0
2026-01-11,U0048,GA,mobile,google,organic,2,0
2026-01-11,U0071,CA,desktop,google,organic,3,0
2026-01-11,U0076,NY,tablet,google,organic,1,0
2026-01-11,U0085,NY,mobile,partner_blog,referral,1,0
2026-01-11,U0089,FL,tablet,google,organic,4,0
2026-01-11,U0094,FL,mobile,email,email,3,0
2026-01-11,U0104,GA,mobile,instagram,paid_social,1,0
2026-01-11,U0132,NY,mobile,facebook,paid_social,2,0
2026-01-11,U0147,GA,mobile,google,organic,4,0
2026-01-11,U0162,CA,mobile,facebook,paid_social,4,0
2026-01-11,U0166,PA,mobile,google,organic,1,0
2026-01-11,U0180,CA,mobile,partner_blog,referral,3,1
2026-01-11,U0202,GA,mobile,instagram,paid_social,2,0
2026-01-11,U0203,GA,mobile,bing,cpc,2,0
2026-01-11,U0221,IL,tablet,affiliate,referral,2,0
2026-01-11,U0223,VA,desktop,google,organic,3,0
2026-01-11,U0239,AZ,mobile,partner_blog,referral,1,0
2026-01-11,U0275,CA,desktop,email,email,2,0
2026-01-11,U0284,VA,desktop,facebook,paid_social,4,0
2026-01-11,U0299,NY,mobile,google,organic,2,1
2026-01-11,U0301,TX,desktop,google,organic,4,0
2026-01-11,U0303,TX,tablet,google,organic,2,0
2026-01-11,U0344,GA,mobile,affiliate,referral,5,0
2026-01-11,U0377,WA,mobile,facebook,paid_social,2,0
2026-01-11,U0386,FL,mobile,google,organic,2,0
2026-01-11,U0390,FL,mobile,google,organic,4,0
2026-01-11,U0397,NC,desktop,google,organic,5,0
2026-01-11,U0413,GA,mobile,google,organic,3,1
2026-01-11,U0436,NC,mobile,direct,(none),2,0
2026-01-11,U0471,FL,desktop,google,organic,2,0
2026-01-11,U0485,CA,desktop,google,cpc,4,0
2026-01-12,U0013,TX,mobile,affiliate,referral,1,0
2026-01-12,U0014,NC,mobile,direct,(none),1,0
2026-01-12,U0074,CA,mobile,google,cpc,1,0
2026-01-12,U0076,NY,tablet,google,organic,2,0
2026-01-12,U0080,MA,desktop,bing,cpc,2,0
2026-01-12,U0096,FL,mobile,instagram,paid_social,5,0
2026-01-12,U0121,CA,mobile,instagram,paid_social,3,0
2026-01-12,U0124,AZ,desktop,partner_blog,referral,2,0
2026-01-12,U0160,VA,mobile,google,cpc,1,0
2026-01-12,U0172,GA,desktop,instagram,paid_social,3,0
2026-01-12,U0184,GA,mobile,facebook,paid_social,2,0
2026-01-12,U0239,AZ,mobile,partner_blog,referral,2,0
2026-01-12,U0240,IL,mobile,direct,(none),1,0
2026-01-12,U0245,OH,desktop,google,cpc,2,0
2026-01-12,U0252,TX,mobile,affiliate,referral,2,0
2026-01-12,U0276,WA,desktop,direct,(none),3,0
2026-01-12,U0295,CA,mobile,google,cpc,2,0
2026-01-12,U0296,NY,mobile,google,organic,2,0
2026-01-12,U0367,CA,mobile,google,cpc,2,0
2026-01-12,U0410,GA,mobile,google,organic,1,0
2026-01-12,U0418,WA,mobile,google,organic,2,0
2026-01-12,U0446,NJ,mobile,facebook,paid_social,2,0
2026-01-12,U0456,IL,mobile,google,cpc,2,0
2026-01-12,U0470,NC,desktop,google,cpc,5,0
2026-01-12,U0490,NY,mobile,direct,(none),3,0
2026-01-12,U0499,VA,desktop,affiliate,referral,2,0
2026-01-13,U0032,VA,mobile,google,cpc,2,0
2026-01-13,U0034,CA,desktop,bing,cpc,2,0
2026-01-13,U0035,AZ,desktop,direct,(none),1,0
2026-01-13,U0039,GA,mobile,direct,(none),5,1
2026-01-13,U0044,AZ,desktop,google,organic,3,0
2026-01-13,U0051,CA,mobile,facebook,paid_social,3,0
2026-01-13,U0080,MA,desktop,bing,cpc,1,0
2026-01-13,U0081,MA,tablet,bing,cpc,1,0
2026-01-13,U0111,NY,mobile,google,organic,3,0
2026-01-13,U0138,NY,mobile,instagram,paid_social,1,0
2026-01-13,U0147,GA,mobile,google,organic,3,0
2026-01-13,U0155,FL,desktop,google,organic,2,1
2026-01-13,U0198,CA,desktop,instagram,paid_social,3,0
2026-01-13,U0204,MA,mobile,facebook,paid_social,3,0
2026-01-13,U0229,CA,desktop,direct,(none),2,0
2026-01-13,U0237,TX,mobile,direct,(none),2,0
2026-01-13,U0241,CA,desktop,google,organic,2,0
2026-01-13,U0275,CA,desktop,email,email,2,0
2026-01-13,U0289,FL,desktop,instagram,paid_social,5,1
2026-01-13,U0314,NC,desktop,direct,(none),2,0
2026-01-13,U0330,NY,desktop,email,email,4,0
2026-01-13,U0354,NY,mobile,google,organic,1,1
2026-01-13,U0413,GA,mobile,google,organic,1,0
2026-01-13,U0415,NJ,mobile,direct,(none),1,0
2026-01-13,U0427,FL,desktop,instagram,paid_social,3,0
2026-01-13,U0432,WA,tablet,google,organic,2,0
2026-01-13,U0456,IL,mobile,google,cpc,3,0
2026-01-13,U0462,PA,mobile,google,cpc,3,0
2026-01-14,U0005,NY,desktop,email,email,4,0
2026-01-14,U0012,GA,mobile,google,cpc,2,0
2026-01-14,U0103,CA,desktop,google,cpc,3,0
2026-01-14,U0105,NJ,mobile,google,cpc,3,0
2026-01-14,U0108,NY,mobile,direct,(none),1,2
2026-01-14,U0116,NC,desktop,bing,cpc,1,0
2026-01-14,U0117,FL,mobile,google,cpc,4,0
2026-01-14,U0137,CA,desktop,bing,cpc,3,0
2026-01-14,U0149,NJ,tablet,bing,cpc,3,0
2026-01-14,U0189,CA,desktop,google,organic,2,0
2026-01-14,U0193,NY,mobile,google,organic,2,0
2026-01-14,U0197,CA,desktop,direct,(none),3,0
2026-01-14,U0198,CA,desktop,instagram,paid_social,2,0
2026-01-14,U0226,VA,desktop,partner_blog,referral,3,0
2026-01-14,U0245,OH,desktop,google,cpc,2,0
2026-01-14,U0268,NY,mobile,google,organic,4,0
2026-01-14,U0272,NY,mobile,google,organic,2,0
2026-01-14,U0301,TX,desktop,google,organic,3,0
2026-01-14,U0331,NC,mobile,direct,(none),3,0
2026-01-14,U0351,OH,mobile,google,cpc,3,0
2026-01-14,U0354,NY,mobile,google,organic,1,0
2026-01-14,U0362,TX,mobile,email,email,5,1
2026-01-14,U0377,WA,mobile,facebook,paid_social,2,0
2026-01-14,U0420,TX,tablet,email,email,2,0
2026-01-14,U0448,TX,mobile,google,organic,1,0
2026-01-14,U0453,CA,desktop,google,cpc,1,0
2026-01-14,U0465,TX,desktop,email,email,2,0
2026-01-15,U0014,NC,mobile,direct,(none),1,0
2026-01-15,U0025,CA,mobile,google,organic,1,0
2026-01-15,U0034,CA,desktop,bing,cpc,1,0
2026-01-15,U0038,NC,tablet,bing,cpc,2,0
2026-01-15,U0051,CA,mobile,facebook,paid_social,2,0
2026-01-15,U0085,NY,mobile,partner_blog,referral,4,1
2026-01-15,U0086,WA,desktop,direct,(none),2,1
2026-01-15,U0106,FL,mobile,facebook,paid_social,1,0
2026-01-15,U0148,OH,desktop,google,cpc,2,0
2026-01-15,U0166,PA,mobile,google,organic,4,1
2026-01-15,U0206,NY,mobile,google,organic,2,0
2026-01-15,U0210,WA,mobile,direct,(none),2,0
2026-01-15,U0218,NJ,mobile,bing,cpc,1,0
2026-01-15,U0272,NY,mobile,google,organic,1,0
2026-01-15,U0287,VA,desktop,bing,cpc,2,0
2026-01-15,U0291,NJ,mobile,direct,(none),2,0
2026-01-15,U0305,AZ,mobile,instagram,paid_social,3,0
2026-01-15,U0310,IL,mobile,google,organic,2,0
2026-01-15,U0363,FL,mobile,google,cpc,4,0
2026-01-15,U0373,NC,mobile,direct,(none),2,0
2026-01-15,U0424,TX,mobile,google,organic,3,0
2026-01-15,U0425,FL,desktop,direct,(none),4,0
2026-01-15,U0433,CA,mobile,google,organic,1,0
2026-01-15,U0469,NY,mobile,direct,(none),2,0
2026-01-15,U0481,NY,mobile,facebook,paid_social,1,0
2026-01-16,U0004,CA,mobile,google,cpc,3,0
2026-01-16,U0021,OH,mobile,instagram,paid_social,4,0
2026-01-16,U0025,CA,mobile,google,organic,3,0
2026-01-16,U0046,WA,tablet,newsletter,email,4,0
2026-01-16,U0065,VA,mobile,google,cpc,3,0
2026-01-16,U0068,NJ,desktop,google,organic,1,0
2026-01-16,U0132,NY,mobile,facebook,paid_social,4,0
2026-01-16,U0145,TX,mobile,google,organic,4,0
2026-01-16,U0148,OH,desktop,google,cpc,3,0
2026-01-16,U0186,VA,mobile,google,organic,2,0
2026-01-16,U0196,FL,mobile,google,organic,3,0
2026-01-16,U0202,GA,mobile,instagram,paid_social,1,0
2026-01-16,U0241,CA,desktop,google,organic,3,0
2026-01-16,U0274,CA,mobile,direct,(none),1,0
2026-01-16,U0302,GA,mobile,google,cpc,3,0
2026-01-16,U0320,FL,desktop,google,organic,1,1
2026-01-16,U0325,TX,tablet,email,email,4,0
2026-01-16,U0328,CA,desktop,google,cpc,2,0
2026-01-16,U0376,NC,mobile,facebook,paid_social,2,0
2026-01-16,U0382,WA,tablet,google,cpc,2,0
2026-01-16,U0394,TX,mobile,direct,(none),1,0
2026-01-16,U0479,PA,mobile,facebook,paid_social,1,0
2026-01-16,U0493,MA,mobile,direct,(none),4,0
2026-01-17,U0016,WA,mobile,google,organic,2,0
2026-01-17,U0018,WA,desktop,google,organic,2,0
2026-01-17,U0025,CA,mobile,google,organic,2,0
2026-01-17,U0046,WA,tablet,newsletter,email,1,0
2026-01-17,U0065,VA,mobile,google,cpc,4,0
2026-01-17,U0069,NC,desktop,direct,(none),2,0
2026-01-17,U0084,NY,desktop,google,cpc,1,0
2026-01-17,U0103,CA,desktop,google,cpc,3,0
2026-01-17,U0118,IL,desktop,google,cpc,3,0
2026-01-17,U0128,IL,mobile,google,organic,2,0
2026-01-17,U0145,TX,mobile,google,organic,2,0
2026-01-17,U0167,NY,desktop,bing,cpc,1,0
2026-01-17,U0183,IL,desktop,newsletter,email,4,0
2026-01-17,U0203,GA,mobile,bing,cpc,4,0
2026-01-17,U0214,TX,mobile,email,email,2,0
2026-01-17,U0259,NY,mobile,google,organic,4,0
2026-01-17,U0277,MA,mobile,google,organic,3,0
2026-01-17,U0292,FL,mobile,google,cpc,2,0
2026-01-17,U0297,OH,desktop,google,organic,2,0
2026-01-17,U0332,VA,desktop,google,organic,4,0
2026-01-17,U0345,CA,mobile,google,cpc,2,0
2026-01-17,U0347,TX,desktop,email,email,3,0
2026-01-17,U0352,NJ,mobile,google,cpc,3,0
2026-01-17,U0354,NY,mobile,google,organic,3,0
2026-01-17,U0358,IL,desktop,google,cpc,4,0
2026-01-17,U0397,NC,desktop,google,organic,1,0
2026-01-17,U0409,CA,desktop,instagram,paid_social,1,0
2026-01-17,U0427,FL,desktop,instagram,paid_social,2,0
2026-01-17,U0429,OH,mobile,newsletter,email,2,0
2026-01-17,U0432,WA,tablet,google,organic,1,0
2026-01-17,U0457,PA,tablet,google,organic,4,0
2026-01-17,U0482,CA,mobile,instagram,paid_social,2,0
2026-01-18,U0020,PA,mobile,google,cpc,3,0
